state,district,month,enrol_0_17,demo_0_17,enrol_total,cis,root_cause
Odisha,Sonapur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sonapur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sonapur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sonapur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Sonbhadra,2025-03,0.0,1435.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttar Pradesh,Sonbhadra,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Sonbhadra,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Sonbhadra,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Sonbhadra,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Haryana,Sonipat,2025-03,0.0,1089.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Sonipat,2025-04,0.0,1942.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Sonipat,2025-05,0.0,154.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Haryana,Sonipat,2025-07,0.0,695.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Sikkim,South,2025-03,0.0,34.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Sikkim,South,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,South,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,South,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,South,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Twenty Four Parganas,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Twenty Four Parganas,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Pargana,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Pargana,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-03,0.0,4037.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,South 24 Parganas,2025-04,0.0,563.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,South 24 Parganas,2025-05,0.0,1946.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,South 24 Parganas,2025-06,0.0,1770.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,South 24 Parganas,2025-07,0.0,2977.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,South 24 Parganas,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 pargana,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 pargana,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 pargana,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South 24 Parganas,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andaman and Nicobar Islands,South Andaman,2025-03,0.0,74.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andaman and Nicobar Islands,South Andaman,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andaman and Nicobar Islands,South Andaman,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andaman and Nicobar Islands,South Andaman,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andaman and Nicobar Islands,South Andaman,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,South Delhi,2025-03,0.0,2881.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,South Dinajpur,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Dinajpur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Dinajpur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Dinajpur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Dinajpur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South DumDum(M),2025-09,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South DumDum(M),2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South DumDum(M),2025-11,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South DumDum(M),2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,South East Delhi,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,South East Delhi,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,South East Delhi,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,South East Delhi,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,South East Delhi,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Meghalaya,South Garo Hills,2025-03,0.0,85.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Goa,South Goa,2025-03,0.0,570.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Goa,South Goa,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Goa,South Goa,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Goa,South Goa,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Goa,South Goa,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,South Salmara Mankachar,2025-03,0.0,197.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Assam,South Salmara Mankachar,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,South Salmara Mankachar,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Assam,South Salmara Mankachar,2025-07,0.0,300.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Sikkim,South Sikkim,2025-03,0.0,38.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Sikkim,South Sikkim,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Sikkim,South Sikkim,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tripura,South Tripura,2025-03,0.0,551.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tripura,South Tripura,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tripura,South Tripura,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tripura,South Tripura,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tripura,South Tripura,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Twenty Four Parganas,2025-03,0.0,12.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
West Bengal,South Twenty Four Parganas,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Twenty Four Parganas,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Twenty Four Parganas,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
West Bengal,South Twenty Four Parganas,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Delhi,South West Delhi,2025-03,0.0,3502.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Meghalaya,South West Garo Hills,2025-03,0.0,106.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Meghalaya,South West Khasi Hills,2025-03,0.0,368.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Sri Muktsar Sahib,2025-03,0.0,537.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Sri Muktsar Sahib,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Sri Muktsar Sahib,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Sri Muktsar Sahib,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Sri Muktsar Sahib,2025-07,0.0,143.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,0.0,392.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,0.0,550.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,0.0,176.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Sri Sathya Sai,2025-03,0.0,535.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Sri Sathya Sai,2025-04,0.0,138.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Sri Sathya Sai,2025-05,0.0,423.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Sri Sathya Sai,2025-06,0.0,322.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Sri Sathya Sai,2025-07,0.0,324.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Srikakulam,2025-03,0.0,5275.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Srikakulam,2025-04,0.0,596.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Srikakulam,2025-05,0.0,2108.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Srikakulam,2025-06,0.0,2014.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Srikakulam,2025-07,0.0,597.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Srinagar,2025-03,0.0,793.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Srinagar,2025-04,0.0,138.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Srinagar,2025-05,0.0,102.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Srinagar,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Jammu and Kashmir,Srinagar,2025-07,0.0,252.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Jammu and Kashmir,Srinagar,2025-10,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Subarnapur,2025-03,0.0,106.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Subarnapur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Subarnapur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Subarnapur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Subarnapur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Subarnapur,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Sukma,2025-03,0.0,260.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Sukma,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttar Pradesh,Sultanpur,2025-03,0.0,1453.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Sundargarh,2025-03,0.0,45.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Sundargarh,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundargarh,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundargarh,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundargarh,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundargarh,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundargarh,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundargarh,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundergarh,2025-03,0.0,2164.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Odisha,Sundergarh,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundergarh,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundergarh,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundergarh,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Odisha,Sundergarh,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,Supaul,2025-03,0.0,1661.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Bihar,Supaul,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,Supaul,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,Supaul,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Bihar,Supaul,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Surajpur,2025-03,0.0,570.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Surajpur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Surajpur,2025-05,0.0,114.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Surajpur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Surajpur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Gujarat,Surat,2025-03,0.0,7172.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Gujarat,Surat,2025-06,0.0,2294.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Gujarat,Surendra Nagar,2025-03,0.0,1653.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Gujarat,Surendra Nagar,2025-05,0.0,77.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Gujarat,Surendra Nagar,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Chhattisgarh,Surguja,2025-03,0.0,939.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Surguja,2025-04,0.0,833.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Surguja,2025-05,0.0,436.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Surguja,2025-06,0.0,958.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Chhattisgarh,Surguja,2025-07,0.0,1582.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Suryapet,2025-03,0.0,578.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Suryapet,2025-04,0.0,95.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Telangana,Suryapet,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Suryapet,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Telangana,Suryapet,2025-07,0.0,250.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Manipur,Tamenglong,2025-03,0.0,231.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Manipur,Tamenglong,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Manipur,Tamenglong,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Manipur,Tamenglong,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Manipur,Tamenglong,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Gujarat,Tapi,2025-03,0.0,1115.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Gujarat,Tapi,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Gujarat,Tapi,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Gujarat,Tapi,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Tarn Taran,2025-03,0.0,139.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Tarn Taran,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Punjab,Tarn Taran,2025-05,0.0,51.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Punjab,Tarn Taran,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Tawang,2025-03,0.0,27.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Arunachal Pradesh,Tawang,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Tawang,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Tawang,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Tawang,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttarakhand,Tehri Garhwal,2025-03,0.0,704.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttarakhand,Tehri Garhwal,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttarakhand,Tehri Garhwal,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttarakhand,Tehri Garhwal,2025-06,0.0,242.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Uttarakhand,Tehri Garhwal,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Uttarakhand,Tehri Garhwal,2025-12,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tenkasi,2025-03,0.0,356.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tenkasi,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tenkasi,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tenkasi,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tenkasi,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thanjavur,2025-03,0.0,1247.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Thanjavur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thanjavur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thanjavur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Gujarat,The Dangs,2025-03,0.0,484.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Gujarat,The Dangs,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Gujarat,The Dangs,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,The Nilgiris,2025-03,0.0,216.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,The Nilgiris,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,The Nilgiris,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,The Nilgiris,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,The Nilgiris,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Theni,2025-03,0.0,453.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Theni,2025-04,0.0,100.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Theni,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Theni,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Theni,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thiruvallur,2025-03,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thiruvallur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thiruvallur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thiruvallur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Thiruvananthapuram,2025-03,0.0,888.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Kerala,Thiruvananthapuram,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Thiruvananthapuram,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thiruvarur,2025-03,0.0,433.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Thiruvarur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thiruvarur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thiruvarur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thiruvarur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thoothukkudi,2025-03,0.0,809.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Thoothukkudi,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thoothukkudi,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thoothukkudi,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Thoothukkudi,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Manipur,Thoubal,2025-03,0.0,702.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Manipur,Thoubal,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Manipur,Thoubal,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Manipur,Thoubal,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Manipur,Thoubal,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Thrissur,2025-03,0.0,586.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Kerala,Thrissur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Thrissur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Kerala,Thrissur,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Tikamgarh,2025-03,0.0,2254.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Tikamgarh,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Tikamgarh,2025-05,0.0,608.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Madhya Pradesh,Tikamgarh,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Madhya Pradesh,Tikamgarh,2025-07,0.0,1720.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Assam,Tinsukia,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Tirap,2025-03,0.0,18.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Arunachal Pradesh,Tirap,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Tirap,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Tirap,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Arunachal Pradesh,Tirap,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tiruchirappalli,2025-03,0.0,1393.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tiruchirappalli,2025-04,0.0,88.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tiruchirappalli,2025-05,0.0,52.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tiruchirappalli,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tiruchirappalli,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tirunelveli,2025-03,0.0,2343.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tirunelveli,2025-04,0.0,85.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tirunelveli,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tirunelveli,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tirunelveli,2025-07,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tirupathur,2025-10,0.0,3.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tirupathur,2025-11,0.0,1.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tirupathur,2025-12,0.0,4.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Tirupati,2025-03,0.0,478.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Tirupati,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Andhra Pradesh,Tirupati,2025-05,0.0,907.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Tirupati,2025-06,0.0,315.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Andhra Pradesh,Tirupati,2025-07,0.0,786.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tirupattur,2025-03,0.0,275.0,0.0,0.0,Child Enrollment Crisis (Real Issue)
Tamil Nadu,Tirupattur,2025-04,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tirupattur,2025-05,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
Tamil Nadu,Tirupattur,2025-06,0.0,0.0,0.0,0.0,No Data (Sparse Coverage)
