District,State,Risk_Score,CIS,Severity,Intervention,Priority,Budget,Duration_Days,Start_Date,End_Date,Staff_Required,Responsible_Authority,Target_Enrollments
Shahdara,Delhi,4.3,0.3304444444444445,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sant Ravidas Nagar Bhadohi,Uttar Pradesh,4.3,0.7805,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jhalawar,Rajasthan,4.3,0.36,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Nawanshahr,Punjab,4.2,0.689,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Bara Banki,Uttar Pradesh,4.2,0.3686666666666667,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ahmedabad,Gujarat,4.2,0.3135555555555556,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kalimpong,West Bengal,4.2,0.4455555555555555,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Pudukkottai,Tamil Nadu,4.2,0.3344444444444444,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Medinipur,West Bengal,4.2,0.68675,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Samstipur,Bihar,4.1,0.8145,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
South West Garo Hills,Meghalaya,4.0,0.6924444444444444,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Nabarangapur,Odisha,4.0,0.3493076923076923,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Nabarangapur,Odisha,4.0,0.3493076923076923,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Pulwama,Jammu and Kashmir,4.0,0.3326666666666666,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sangrur,Punjab,3.9,0.4053333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Pashchim Champaran,Bihar,3.9,0.751,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Pashchim Champaran,Bihar,3.9,0.751,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Malappuram,Kerala,3.9,0.3931111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Monghyr,Bihar,3.9,0.87575,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
The Dangs,Gujarat,3.7,0.4095555555555555,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Longding,Arunachal Pradesh,3.7,0.3627777777777778,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Longding,Arunachal Pradesh,3.7,0.3627777777777778,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Junagadh,Gujarat,3.6,0.4184444444444444,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Mumbai,Maharashtra,3.6,0.4211111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Longleng,Nagaland,3.6,0.4331111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Longleng,Nagaland,3.6,0.4331111111111111,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Ahmadabad,Gujarat,3.6,0.5571111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ahmadabad,Gujarat,3.6,0.5571111111111111,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Kiphire,Nagaland,3.6,0.4111111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kendrapara,Odisha,3.5,0.3773571428571428,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kendrapara,Odisha,3.5,0.3773571428571428,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Dungarpur,Rajasthan,3.5,0.3975555555555555,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Barabanki,Uttar Pradesh,3.5,0.451,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Barabanki,Uttar Pradesh,3.5,0.451,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Jhansi,Uttar Pradesh,3.5,0.3872222222222222,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
West Sikkim,Sikkim,3.5,0.4574444444444444,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Bijnor,Uttar Pradesh,3.4,0.332,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jharsuguda,Odisha,3.4,0.3313076923076923,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jharsuguda,Odisha,3.4,0.3313076923076923,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Nalbari,Assam,3.4,0.518,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
North Dinajpur,West Bengal,3.3,0.4524285714285714,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Baramula,Jammu and Kashmir,3.3,0.4481538461538462,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Bhabua,Bihar,3.3,0.7795000000000001,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jammu,Jammu and Kashmir,3.2,0.5723846153846154,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jammu,Jammu and Kashmir,3.2,0.5723846153846154,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Yadgir,Karnataka,3.2,0.3341111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Yadgir,Karnataka,3.2,0.3341111111111111,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Kathua,Jammu and Kashmir,3.2,0.365,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kathua,Jammu and Kashmir,3.2,0.365,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
South West Khasi Hills,Meghalaya,3.2,0.7258888888888889,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kendujhar,Odisha,3.1,0.3587142857142857,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kendujhar,Odisha,3.1,0.3587142857142857,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Dakshin Dinajpur,West Bengal,3.1,0.3326666666666666,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Hardwar,Uttarakhand,3.1,0.784,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Raigad,Maharashtra,3.0,0.3673333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Pune,Maharashtra,3.0,0.371,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Doda,Jammu and Kashmir,3.0,0.3892307692307692,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kalahandi,Odisha,3.0,0.3293076923076923,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kalahandi,Odisha,3.0,0.3293076923076923,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Manendragarh–Chirmiri–Bharatpur,Chhattisgarh,3.0,0.472,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
West Karbi Anglong,Assam,2.9,0.7431111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Aurangabad,Bihar,2.9,0.3838333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kaithal,Haryana,2.9,0.3043333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kasargod,Kerala,2.9,0.449,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Chamarajanagar,Karnataka,2.9,0.4391538461538461,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sambalpur,Odisha,2.9,0.3502307692307692,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sambalpur,Odisha,2.9,0.3502307692307692,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Wokha,Nagaland,2.8,0.4403333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Hugli,West Bengal,2.8,0.9085,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Saiha,Mizoram,2.8,0.5418888888888889,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Phek,Nagaland,2.8,0.4232222222222222,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Mon,Nagaland,2.8,0.4679999999999999,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Charaideo,Assam,2.7,0.4686666666666667,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
New Delhi,Delhi,2.7,0.3921111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
New Delhi,Delhi,2.7,0.3921111111111111,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Chirang,Assam,2.7,0.5023333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Mahabub Nagar,Andhra Pradesh,2.7,0.3287777777777778,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sibsagar,Assam,2.6,0.4966666666666666,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ambedkar Nagar,Uttar Pradesh,2.5,0.3552222222222222,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
East Jaintia Hills,Meghalaya,2.5,0.7071111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Darbhanga,Bihar,2.5,0.3838888888888889,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
West Khasi Hills,Meghalaya,2.5,0.7444444444444445,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Thiruvallur,Tamil Nadu,2.5,0.4244444444444444,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Thiruvallur,Tamil Nadu,2.5,0.4244444444444444,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Dohad,Gujarat,2.4,0.6601111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Dohad,Gujarat,2.4,0.6601111111111111,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
East Khasi Hills,Meghalaya,2.4,0.7691111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Arwal,Bihar,2.3,0.5094444444444445,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Lahul & Spiti,Himachal Pradesh,2.3,0.6038,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Mumbai( Sub Urban ),Maharashtra,2.3,0.5873333333333334,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Prayagraj,Uttar Pradesh,2.3,0.3976666666666666,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
South Garo Hills,Meghalaya,2.3,0.7625555555555557,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Raigarh,Chhattisgarh,2.3,0.3085,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Akola,Maharashtra,2.2,0.3955555555555555,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jaipur,Rajasthan,2.1,0.4018888888888889,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kolkata,West Bengal,2.1,0.5645384615384615,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Medchal−malkajgiri,Telangana,2.1,0.55025,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Hazaribagh,Jharkhand,2.1,0.3681111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Farrukhabad,Uttar Pradesh,2.0,0.3501111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
North Cachar Hills,Assam,2.0,0.5302222222222223,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Nashik,Maharashtra,2.0,0.4045555555555555,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ernakulam,Kerala,2.0,0.4584444444444445,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Udaipur,Rajasthan,1.9,0.4565555555555555,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
South Sikkim,Sikkim,1.9,0.4596666666666667,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
South Sikkim,Sikkim,1.9,0.4596666666666667,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Ayodhya,Uttar Pradesh,1.9,0.4134444444444444,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ambala,Haryana,1.9,0.3117777777777777,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
West Jaintia Hills,Meghalaya,1.9,0.8343333333333334,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Vijayapura,Karnataka,1.9,0.3332222222222222,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Udalguri,Assam,1.8,0.5587777777777778,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
East Garo Hills,Meghalaya,1.8,0.7678888888888888,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kamrup Metro,Assam,1.8,0.7325555555555555,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kandhamal,Odisha,1.8,0.3386153846153846,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kandhamal,Odisha,1.8,0.3386153846153846,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Dhanbad,Jharkhand,1.7,0.4107777777777778,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Mokokchung,Nagaland,1.7,0.358,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Samastipur,Bihar,1.7,0.3893333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Lalitpur,Uttar Pradesh,1.7,0.3791111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Chhotaudepur,Gujarat,1.6,0.6698888888888889,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Hyderabad,Andhra Pradesh,1.6,0.3163333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Aurangabad(bh),Bihar,1.5,0.7755000000000001,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Bharuch,Gujarat,1.5,0.3991111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Raigarh(MH),Maharashtra,1.5,0.85775,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Yavatmal,Maharashtra,1.5,0.4877777777777777,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
West Garo Hills,Meghalaya,1.4,0.754,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Raisen,Madhya Pradesh,1.4,0.3588888888888888,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Hanumangarh,Rajasthan,1.4,0.3127777777777777,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jagatsinghapur,Odisha,1.4,0.4489999999999999,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Jagatsinghapur,Odisha,1.4,0.4489999999999999,🟢 LOW,Digital Literacy & Awareness Program,🟡 MEDIUM,"₹250,000",45,2026-01-24,2026-03-10,5,District Collector Office,1500
Arvalli,Gujarat,1.3,0.4811111111111111,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Chandrapur,Maharashtra,1.3,0.5023333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Sikar,Rajasthan,1.3,0.4112222222222222,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Botad,Gujarat,1.3,0.5777777777777778,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Alipurduar,West Bengal,1.2,0.6403333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Kapurthala,Punjab,1.2,0.7175555555555556,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Ashok Nagar,Madhya Pradesh,1.2,0.3553333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Narsinghpur,Madhya Pradesh,1.2,0.3604444444444444,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
Chittorgarh,Rajasthan,1.2,0.3373333333333333,🟢 LOW,Demographic Update Campaign,🟡 MEDIUM,"₹100,000",30,2026-01-24,2026-02-23,3,Block Development Officer + UIDAI Camp,2000
